chrom	start	stop	gene_name
2	34802646	35063298	AC073218.2
2	163075350	163328105	GCA
1	162236698	162456600	C1orf226
12	10658612	10866222	MAGOHB
13	48404290	48606757	RP11-279N8.3
15	31096055	31335311	FAN1
10	72542037	72748541	PCBD1
12	2834514	3044710	NRIP2
6	112308802	112523993	C6orf225
6	170784383	170993780	PDCD2
1	236612305	236867804	HEATR1
6	34985848	35216387	TCP11
17	3807739	4146314	ZZEF1
8	99925494	100989808	VPS13B
13	26606253	26896791	RNF6
11	32309321	32557176	WT1
12	101769199	101980775	SPIC
14	77325981	77532145	RP11-7F17.7
17	41347213	41566266	AC087650.2
11	60581346	60790915	TMEM109
11	72987309	73208519	RELT
19	13217256	13834804	CACNA1A
4	100717405	100967883	DNAJB14
6	76211225	76527997	SENP6
4	140486922	140761899	MGST2
14	105375910	105587485	CDCA4
5	36148536	36402216	RANBP3L
16	1301924	1513352	GNPTG
8	23027633	23253792	R3HCC1
7	44321969	44630479	NUDCD3
5	97117124	97358399	RP11-455B3.1
4	1623227	1846898	TACC3
15	75659462	75971630	PTPN9
12	50351331	50577394	ASIC1
11	93374757	93597915	C11orf54
2	169821299	170052677	DHRS9
17	59659985	60040755	BRIP1
17	27181919	27433458	SEZ6
7	29859719	30129905	SCRN1
10	120689228	120893854	NANOS1
17	73031343	73250778	HN1
17	33470086	33694739	SLFN5
12	58066811	58280829	RP11-571M6.15
6	111095973	111316916	AMD1
4	24707739	25081826	CCDC149
22	41872898	42085894	PMM1
16	27136312	27380115	NSMCE1
20	58530980	58748008	C20orf197
2	85733777	85939189	C2orf68
6	129797277	130131370	ARHGAP18
14	92424896	92672965	ATXN3
6	25933320	26133796	HIST1H2AB
18	18429701	18791812	ROCK1
2	233304437	233512546	NG
1	110843871	111050564	HBXIP
17	6488032	6716886	SLC13A5
9	125424123	125624948	SKA2L
11	63480860	63695190	C11orf84
1	241692155	241899232	CHML
7	129042320	129252759	RP11-305M3.3
19	41803365	42037250	BCKDHA
17	3472090	3672962	TMEM93
21	30349792	30648210	C21orf7
11	114945697	115146044	RP11-713B9.1
9	34152379	34429198	KIF24
3	48388114	48607115	ATRIP
9	5199868	5404969	RLN2
19	16903758	17237625	CPAMD8
8	126834552	127063493	RP11-622O11.2
19	16122490	16344443	RAB8A
5	154220630	154448971	MRPL22
1	59150823	59466668	RP4-794H19.2
3	19888571	20126667	RAB5A
22	38248614	38537113	POLR2F
4	4761393	4965663	MSX1
1	59386059	59610286	RP4-794H19.4
17	72984055	73202246	SLC16A5
5	54933845	55212985	DDX4
3	186156230	186364491	CRYGS
17	80574559	80788204	FN3KRP
6	33157079	33366178	PFDN6
2	189796622	190144605	COL5A2
19	10344454	10550345	ICAM3
1	9639858	9847632	RP11-558F24.4
9	94693427	94977690	SPTLC1
2	169543049	169822024	NOSTRIN
1	185026212	185360897	SWT1
17	79376997	79590873	ACTG1
1	39356895	39571731	AKIRIN1
5	140710185	140992546	PCDHGA12
16	27114807	27333089	JMJD5
1	54603710	54804736	C1orf191
19	5811386	6016219	CAPS
22	41969934	42186508	NHP2L1
3	159457650	159715149	SCHIP1
16	70313338	70573140	ST3GAL2
20	44427399	44640794	PLTP
22	29899545	30194587	NF2
15	82455151	82677271	FAM154B
9	113535543	113900981	LPAR1
7	73148920	73356865	WBSCR27
1	114204454	114455098	RSBN1
9	74377368	74625847	FAM108B1
19	50170180	50410369	AP2A1
5	10341636	10572141	ROPN1L
17	37960848	38177313	GSDMB
22	19763040	20029359	TXNRD2
3	38437618	38683652	EXOG
12	105096331	105452522	SLC41A2
12	103130663	103452188	PAH
4	69817081	70078705	UGT2B7
17	77793156	77999261	RP11-353N14.4
3	57457090	57683947	ARF4
4	185161909	185375130	RP11-290F5.2
1	9194863	9431396	H6PD
7	98344111	98568394	TMEM130
1	39857318	40091607	BMP8A
4	144334616	144578639	SMARCA5
1	27952490	28188475	FAM76A
7	43052198	43702938	HECW1
14	55638021	55928636	FBXO34
10	112579301	112873425	SHOC2
1	154027784	154267124	TPM3
6	42564340	42790312	PRPH2
19	35761831	35963855	GPR42
5	150380273	150637443	ANXA6
10	121310882	121537331	BAG3
17	79680287	79891178	FAM195B
4	6102460	6340044	RP11-586D19.1
16	24166874	24474122	CACNG3
3	39049152	39280394	TTC21A
14	70975515	71208015	CTD-2540L5.6
3	122901143	123268605	ADCY5
1	40135195	40337020	OXCT2
5	151050606	151292346	G3BP1
16	75045758	75250669	LDHD
3	127291778	127499768	ABTB1
12	122911793	123210926	KNTC1
15	49180673	49438760	SECISBP2L
11	66134216	66344808	PELI3
19	11462143	11691803	ELAVL3
8	22742109	22976848	RP11-875O11.1
14	35351163	35598773	SRP54
12	29553757	30037692	TMTC1
7	32807784	33033743	KBTBD2
16	1893975	2107607	RPL3L
12	54438853	54641009	RP11-834C11.11
4	128882423	129244086	LARP1B
3	52221105	52429272	GLYCTK
6	126177927	126401387	HINT3
12	67942118	68159186	DYRK2
12	13027798	13253207	HEBP1
3	154993369	155562856	PLCH1
6	30052232	30281204	TRIM26
1	86015106	86274116	ZNHIT6
2	219028850	219234980	AAMP
3	160017062	160252750	SMC4
8	11178972	11432224	FAM167A
18	46988427	47219278	LIPG
17	61454422	61699209	ACE
4	154287498	154657863	KIAA0922
19	47677710	47878964	PRR24
20	51488946	52207617	TSHZ2
10	51271390	51832941	TIMM23B
7	29967020	30270096	PLEKHA8
16	67579030	67791456	RLTPR
11	1492583	1720414	RP13-25N22.1
1	178718840	178940187	ANGPTL1
11	128734989	129249219	ARHGAP32
1	1067629	1270421	B3GALT6
22	28044265	28297486	MN1
20	57314773	57586247	GNAS
6	7289729	7518270	RIOK1
1	16747189	16948303	RP4-798A10.4
2	177034123	177302753	MTX2
10	115494488	115714142	DCLRE1A
10	71712552	71972032	H2AFY2
1	109656540	109880791	SARS
3	182633006	182933863	MCCC1
14	24421206	24638937	LRRC16B
17	46110802	46607594	SKAP1
1	10432345	10790815	PEX14
2	61144360	61376394	PEX13
14	20837113	21045253	PNP
1	38840868	39042156	RP11-329N22.1
1	155924543	156128301	LAMTOR2
9	139676364	139921059	TRAF2
19	54677675	54885039	LILRB2
15	72391370	72624164	PKM2
3	101446835	101679866	NFKBIZ
1	203495689	203813209	ATP2B4
2	74588184	74792537	MOGS
11	32998734	33283917	CSTF3
15	22792005	23106016	CYFIP1
2	61604984	61865761	XPO1
15	67393371	67647533	AAGAB
14	45572393	45822743	MIS18BP1
3	196195482	196415930	FBXO45
4	138340072	138553648	PCDH18
7	63880262	64123484	ZNF680
17	44007282	44402733	KANSL1
6	106918903	107177373	RTN4IP1
2	190511386	190727953	OSGEPL1
22	20604868	20845048	USP41
11	67251066	67454131	GSTP1
22	21219396	21435649	AIFM3
11	76739310	77026284	MYO7A
1	26087701	26297744	PAQR7
11	32960963	33227489	TCP11L1
14	67900018	68156329	PLEKHH1
1	16899498	17100007	AL137798.1
2	216125163	216400895	FN1
10	35197479	35479570	CUL2
22	50196867	50412106	ALG12
7	74408364	74867788	GTF2IRD2B
4	85490704	85987544	WDFY3
16	27370876	27661251	GTF3C1
1	183920811	184143346	TSEN15
21	35203464	35449992	AP000569.8
5	156952687	157198488	SOX30
17	27787691	27994042	ABHD15
1	156611899	156836717	HDGF
3	73010810	73212488	EBLN2
4	81005033	81225483	PRDM8
19	5591845	5820463	LONP1
17	5244232	5472380	DHX33
5	175710949	175915976	NOP16
2	113814902	114060814	PSD4
8	58807068	59216838	FAM110B
4	166148775	166364312	MSMO1
6	24395080	24637435	ALDH5A1
5	204291	538406	AHRR
12	57913310	58119934	SLC26A10
19	18396968	18599986	GDF15
11	46538826	46796368	ATG13
1	206970788	207177484	IL24
19	57054513	57267134	AC007228.1
13	96353834	96805736	UGGT2
4	84277085	84490888	MRPS18C
5	139837853	140073337	APBB3
10	103230317	103469425	DPCD
12	88785885	89074628	KITLG
16	31382906	31589281	TGFB1I1
18	49767158	51162269	DCC
2	48567737	48842525	PPP1R21
1	100403653	100648933	HIAT1
16	3450924	3689048	CLUAP1
11	134720602	134921462	RP11-555G19.1
11	17129700	17471521	NUCB2
15	80115507	80317194	AC015871.2
3	160373390	160896695	PPM1L
11	207631	415272	IFITM2
11	65090245	65313011	NEAT1
12	120005558	120219435	PRKAB1
19	49890811	50095565	RPL13A
21	34538663	34769539	IL10RB
2	187119299	187321500	RP11-410E4.1
14	100657453	100860993	RP11-638I2.6
9	132496977	132744107	USP20
15	28523767	28737170	GOLGA8F
19	12817428	13024462	RNASEH2A
1	1377053	1610249	SSU72
12	14994951	15214662	ARHGDIB
16	618086	824174	RHOT2
9	130918108	131138274	GOLGA2
5	88079145	88862215	CTC-454M9.1
22	43428886	43639400	MCAT
8	145924261	146136554	ZNF517
10	21723094	22132559	MLLT10
12	6454033	6660884	CD27
2	237893955	238109109	COPS8
9	107443283	107790518	ABCA1
10	14820819	15046314	SUV39H2
17	39868962	40079465	FKBP10
11	67285750	67494775	RP11-655M14.13
20	62787048	63026855	PCMTD2
19	11366062	11576370	AC024575.1
18	47209869	47440273	ACAA2
15	85098360	85301794	NMB
9	80812043	81045009	PSAT1
20	44276583	44520571	WFDC3
1	203156280	203357929	RP11-134P9.3
3	155444305	155672218	SLC33A1
15	48838148	49044213	RP11-227D13.1
15	91398100	91606349	RCCD1
5	148637570	148849216	PCYOX1L
6	117896665	118131803	NUS1
8	6257172	6520930	ANGPT2
7	117250705	117614193	CTTNBP2
3	133443083	133714680	RAB6B
17	46025686	46238906	NFE2L1
14	21061639	21275279	RP11-903H12.3
9	102761538	103163282	INVS
17	7943809	8159678	PER1
7	100387615	100594594	ACHE
1	149759019	149959466	HIST2H2AB
7	120865421	121081158	WNT16
22	35902811	36133998	MB
15	74733518	74990472	ARID3B
12	116897186	117114425	MAP1LC3B2
1	58781056	59112474	OMA1
21	34502206	34737969	IFNAR2
16	21863981	22094981	UQCRC2
14	35491755	35886680	KIAA0391
2	74552963	74769549	RTKN
2	24916005	25145245	CENPO
22	37315676	37525863	MPST
6	166678407	166896486	BRP44L
15	85044217	85271027	ZSCAN2
16	642500	855829	FBXL16
5	176413887	176625145	FGFR4
16	29653784	29857327	C16orf54
9	139223071	139434274	INPP5E
11	75961000	76192015	PRKRIR
3	40447483	40660227	ZNF620
16	3332085	3551065	ZNF434
2	84948774	85234132	C2orf89
1	147019170	147242618	ACP6
8	143193441	143584601	TSNARE1
16	2662419	2870552	PRSS27
2	96414587	96757541	ANKRD36C
6	42889383	43097335	RRP36
22	18532666	18772923	USP18
19	40470428	40696845	ZNF780A
6	31607725	31832622	MSH5
12	68495131	68719601	IL26
3	45958516	46169234	XCR1
17	47678305	47886376	SLC35B1
14	25000160	25203473	GZMB
16	631671	834529	JMJD8
17	38875358	39092522	TMEM99
11	129929457	130180356	ST14
1	78145309	78444106	FAM73A
19	8409651	8653885	HNRNPM
17	42048098	42253711	G6PC3
10	103505356	103915950	C10orf76
17	36237711	36458166	TBC1D3
10	69942417	70192684	PBLD
10	7760467	8158590	TAF3
10	105248285	105715301	SH3PXD2A
15	74175547	74386963	STOML1
1	212903483	213120991	C1orf227
15	72666667	72979692	ARIH1
8	81353535	81555339	RP11-48B3.4
12	51480719	51711477	POU6F1
13	111190133	111465950	CARS2
10	995478	1278237	WDR37
12	57537236	57744976	STAC3
13	43036872	43282149	TNFSF11
8	26049007	26330196	PPP2R2A
10	112558488	112779032	BBIP1
12	55241802	55478530	TESPA1
12	113523331	113730173	C12orf52
3	32422804	32644900	CMTM6
16	70414471	70657468	COG4
20	31250191	31497162	DNMT3B
19	2685506	2913588	THOP1
6	147063702	147625750	RP11-497D6.4
2	152589290	153055593	CACNB4
1	25657388	25926700	TMEM57
11	46317964	46715675	AMBRA1
2	33708725	33924449	FAM98A
12	120799471	121007596	SRSF9
3	69119141	69691734	FRMD4B
12	100767486	101058191	NR1H4
8	42591817	42798468	THAP1
21	33897269	34200359	SYNJ1
4	68237521	68511324	CENPC1
3	183932283	184153146	EIF4G1
1	104193028	104401312	AMY1C
6	127487755	127709712	RNF146
19	17402082	17616457	BST2
17	48323453	48540499	XYLT2
10	6522381	6727641	RP11-5N23.2
22	32049944	32403001	DEPDC5
3	42698669	42946023	HIGD1A
5	156668608	156872729	FNDC9
14	91637667	91984188	CCDC88C
14	78074414	78327447	SLIRP
12	102171129	102505908	DRAM1
1	153846745	154050164	JTB
5	140610252	140992546	PCDHGA1
6	44114824	44321620	HSP90AB1
5	140794583	141098622	DIAPH1
6	26056559	26257343	HIST1H1E
2	68488346	68692716	AC015969.3
16	1656184	1920318	MAPK8IP3
2	132133666	132340507	TUBA3D
6	10392456	10729601	GCNT2
8	23599428	23812320	STC1
10	116753124	117808503	ATRNL1
15	74366012	74569213	ISLR
12	31377250	31578879	AC024940.1
19	41668391	41913811	HNRNPUL1
9	35652987	35856610	MSMP
11	57128022	57345007	RTN4RL2
22	24010413	24226503	MMP11
19	39414665	39623198	FBXO27
10	126336721	126580446	METTL10
3	122183085	122394050	DTX3L
1	89729605	89953719	GBP6
3	124844405	125194198	ZNF148
12	56014151	56218489	RDH5
11	27416123	27628320	LIN7C
19	43988521	44200287	IRGQ
1	152174651	152397679	FLG
14	70692102	70926448	COX16
9	128409624	128829656	PBX3
22	31914477	32158418	PISD
6	41662107	41963099	USP49
19	12075514	12292380	ZNF844
9	115149127	115531677	KIAA1958
2	152004454	152218393	RBM43
11	35060417	35353949	CD44
19	6652211	6867523	SH2D3A
16	30900577	31121949	STX1B
17	34848329	35057235	DHRS11
15	78629773	78893798	IREB2
1	10596661	10956707	CASZ1
7	140272953	140496061	ADCK2
12	56632663	56834193	IL23A
12	2886389	3150306	TULP3
16	66486466	66701967	CKLF
17	73132695	73358444	GGA3
1	229477044	229744103	NUP133
11	57219129	57435757	UBE2L6
4	110381361	110709874	CCDC109B
6	149668794	149906197	ZC3H12D
16	19466562	19818115	C16orf62
3	98116448	98317496	OR5K2
5	74532154	74757929	HMGCR
6	32681544	32906599	XXbac-BPG246D15.9
20	43438703	43687676	PABPC1L
22	29038019	29253503	HSCB
7	87032948	87442611	ABCB1
19	36139512	36345417	LIN37
9	21902902	22109280	CDKN2B
9	96693076	96972138	PTPDC1
12	56019107	56223491	CD63
12	54284408	54524607	HOXC6
7	92628829	92847336	SAMD9
5	78193438	78631861	DMGDH
17	73935187	74168607	SRP68
7	6101407	6412275	CYTH3
7	120528731	121037498	C7orf58
17	36408111	36655905	SOCS7
14	24541062	24749463	REC8
21	35647779	35880164	FAM165B
2	238436219	238822325	LRRFIP1
12	133187405	133399228	PGAM5
12	57245219	57453158	RDH16
6	24071984	24458280	DCDC2
13	103596350	103819196	SLC10A2
2	31295924	31556724	CAPN14
8	48772745	48990720	MCM4
5	139952758	140171609	HARS
1	116278998	116486538	NHLH2
1	9903486	10145559	NMNAT1
1	16741140	16942249	RP4-798A10.7
11	65265226	65482853	MAP3K11
22	41894032	42117100	PPPDE2
16	1103241	1371771	CACNA1H
1	157383167	157622310	FCRL5
20	35873088	36134453	SRC
7	116493292	116970157	ST7
11	63967863	64172242	C11orf20
17	7020444	7228587	ACADVL
4	139849266	140198372	ELF2
15	41813422	42162141	MGA
2	118491513	118699234	AC009404.2
3	75621542	75828454	RP11-413E6.8
12	11038512	11239511	TAS2R50
21	38335146	38545470	PIGP
19	12956654	13164448	RAD23A
22	30692846	30920603	SEC14L2
1	46405812	46742160	PIK3R3
2	10761775	11025236	ATP6V1C2
2	74582150	74788011	INO80B
21	17002344	17352377	USP25
17	26841459	27072472	KIAA0100
11	136546	352983	PSMD13
7	984212	1198897	GPR146
16	1478689	1705581	TMEM204
20	58411894	58615352	PPP1R3D
7	37623446	38091543	EPDR1
7	30223923	30552118	ZNRF2
10	7387520	7613904	RP5-1031D4.2
14	23240822	23450789	LRP10
1	155431833	155633735	RP11-29H23.1
13	45413384	45663618	NUFIP1
22	21951833	22190123	YPEL1
1	225974396	226211978	RP4-559A3.7
11	61467098	61747626	FADS1
12	54843134	55073023	PDE1B
4	15679898	15951069	CD38
8	79238338	79570738	RP11-594N15.2
11	68558744	68771303	MRPL21
11	74104896	74480162	POLD3
16	16142785	16417379	ABCC6
17	1632996	1903376	RPA1
5	343273	572052	EXOC3
3	66329221	66651687	LRIG1
19	40853693	41071725	BLVRB
11	124403009	124665603	SIAE
18	51695889	51921101	POLI
6	27825019	28025960	OR2B6
19	40402943	40637972	ZNF546
3	58603092	59135810	C3orf67
4	17530929	17883135	FAM184B
7	149965278	150171133	REPIN1
17	54865270	55091399	TRIM25
1	85291268	85562796	MCOLN2
18	61537159	61772278	SERPINB8
17	56247217	56458296	MPO
5	126939082	127377326	CTC-228N24.1
17	65721637	66133571	BPTF
5	121197656	121511265	SRFBP1
1	150930234	151140970	MLLT11
14	65113002	65446601	SPTB
9	119349581	119563579	TRIM32
4	3146096	3373465	MSANTD1
19	53511133	53736171	ZNF415
20	1216228	1417555	AL136531.1
5	150437667	150638023	CTB-17P3.4
12	110462140	110756602	IFT81
5	32127100	32413115	MTMR12
22	32486422	32700718	RFPL2
15	43988340	44195241	C15orf63
9	136115069	136318281	RPL7A
19	6110393	6379959	MLLT1
7	158549269	158849438	WDR60
7	102615328	102840205	ARMC10
2	178379026	178583694	TTC30A
2	46708076	46944258	PIGF
17	60604762	60870956	MRC2
19	1307584	1535683	DAZAP1
22	38352318	38571708	PICK1
5	159514374	159765742	FABP6
20	33192094	33401243	TP53INP2
10	91242745	91505215	PANK1
9	135368384	135645788	DDX31
9	370291	846105	KANK1
7	130526519	130894935	AC058791.2
16	30834376	31060104	FBXL19
17	33814282	34153434	AP2B1
10	74913517	75219452	TTC18
17	73977087	74199868	EXOC7
20	36561948	36820768	RPRD1B
17	7376024	7582324	EIF4A1
7	120327376	120598456	TSPAN12
17	61906100	62109714	CD79B
19	11174944	11408243	KANK2
12	58076372	58301854	TSFM
10	101362315	101615891	CUTC
6	31965907	32196030	ATF6B
15	65803704	66053333	SLC24A1
15	42605021	42883336	ZFP106
17	40614092	40818295	COASY
16	23747322	24331932	PRKCB
7	110203110	111302573	IMMP2L
8	120328546	120536593	NOV
3	142215229	142532506	PLS1
11	66029992	66239685	SLC29A2
17	79118800	79369347	SLC38A10
8	75133365	75501107	GDAP1
15	40878922	41087305	CTD-2339L15.1
17	78877135	79078932	AC127496.1
6	32046131	32251930	RNF5
6	38971840	39182965	SAYSD1
20	2573480	2840754	EBF4
1	156207105	156416786	C1orf182
2	11219887	11588456	ROCK2
2	220043989	220251622	DNAJB2
17	78327535	78528529	CTD-2526A2.2
16	53933349	54148240	RP11-357N13.7
5	108472821	108762070	CTD-2587M2.1
19	45892035	46105768	PPM1N
4	187012674	187234616	CYP4V2
21	47778812	48089926	DIP2A
20	43902526	44136529	TP53TG5
15	101711022	101917705	SELS
19	58973285	59184942	MZF1
4	52609166	52883003	DCUN1D4
12	14856506	15159520	C12orf60
16	24996913	25222876	RP11-449H11.1
5	139829752	140037895	SRA1
17	15431274	15687613	TRIM16
20	48419928	48632080	SPATA2
17	39745137	39948920	EIF1
1	53592564	53804282	MAGOH
17	12592829	12994960	ARHGAP44
1	154342248	154574589	SHE
4	184326147	184532249	ING2
16	28789726	29015830	ATP2A1
16	2913945	3118384	KREMEN2
6	87762551	88073914	ZNF292
17	33638079	33860218	SLFN12
19	16196235	16402855	FAM32A
13	30238508	30524821	UBL3
1	241653404	241940678	OPN3
1	11614432	11823384	FBXO44
15	32785657	32996179	RP11-1000B6.4
3	93598983	93874512	ARL13B
19	18267909	18485319	KIAA1683
6	38543719	38770917	GLO1
7	108110012	108315294	DNAJB9
21	34814924	35049812	SON
17	44568035	44934830	NSF
19	58352206	58559077	ZNF256
3	51328731	51535330	RBM15B
3	101299935	101505626	RPL24
8	37453269	37657537	ZNF703
17	28421337	28662954	SLC6A4
16	67082008	67285117	B3GNT9
9	15452895	16161661	C9orf93
20	17494323	17762940	RRBP1
1	206758289	207007628	MAPKAPK2
1	24729387	24963506	RCAN3
17	73169062	73385530	SLC25A19
16	57190004	57418599	PLLP
9	86351613	86636342	KIF27
15	67735021	68216181	MAP2K5
1	225489204	225716627	LBR
2	103253367	103560352	TMEM182
19	37617366	37834566	ZNF383
7	44140567	44353893	YKT6
13	27744464	27947827	RASL11A
5	32688945	32891819	AC026703.1
19	14042262	14264026	IL27RA
11	118075260	118286890	CD3E
17	76570130	76878376	CYTH1
12	14966969	15192016	ERP27
3	196562273	196769468	NCBP2
17	61578231	61785724	TACO1
3	50225163	50430349	IFRD2
10	74827924	75104262	FAM149B1
15	85085999	85297574	WDR73
9	35936430	36224448	RECK
8	37600786	37807459	BRF2
6	116321999	116666855	NT5DC1
12	47957070	48199844	RPAP3
7	104554626	104854808	MLL5
2	17745079	18081509	SMC6
6	29938043	30143664	RNF39
9	133354352	133613739	FUBP3
20	3129951	3488272	C20orf194
11	67658575	67872452	UNC93B1
9	140014707	140216033	RNF208
3	51891470	52108032	PCBP4
1	89049905	89401938	PKN2
10	81463813	81686350	RP11-773D16.1
21	46169500	46393752	PTTG1IP
4	38946451	39228477	KLHL5
2	61008656	61250645	REL
7	65993868	66376446	KCTD7
1	145189772	145470303	NBPF10
16	30282255	30489312	MYLPF
17	36805613	37006969	AC006449.1
12	52316616	52553291	NR4A1
16	67133014	67337932	ELMO3
16	1939661	2144276	SYNGR3
17	44961411	45277689	RP11-156P1.3
3	49349639	49553908	TCTA
6	15423032	15763289	DTNBP1
22	43462628	43683139	TTLL12
1	51326417	51540305	CDKN2C
19	50870047	51080003	FAM71E1
17	45095069	45366788	CDC27
10	75291412	75501515	MYOZ1
6	28092664	28301260	ZNF193
10	4834796	5125475	AKR1C1
16	66855582	67059547	RRAD
14	76518259	76820685	C14orf118
3	50230262	50436899	HYAL3
15	64357716	64765968	CSNK1G1
1	104130037	104339302	AMY1B
8	144561867	144781711	EEF1D
6	45195894	45732086	RUNX2
3	50284761	50488522	NPRL2
2	26887152	27104099	C2orf18
1	145783868	146024373	GPR89C
13	111535654	111742911	RP11-365P13.3
2	120336743	120544083	TMEM177
7	152060871	152262634	RP5-1129J21.3
11	102088215	102310134	BIRC3
19	36279143	36493185	NFKBID
6	70476463	71019679	COL19A1
12	75628419	75864340	GLIPR1L1
5	137414408	137623404	KIF20A
11	36195051	36410999	COMMD9
20	22428309	22641562	RP11-216C10.1
19	18568572	18780197	KXD1
12	53589075	53793234	PFDN5
18	29102209	29364686	B4GALT6
1	28805050	29009495	SNHG12
17	34315602	34517515	CCL3
9	139532619	139742980	LCN6
2	3092696	3481653	TSSC1
2	219840051	220135549	SLC23A3
4	37728255	37964558	PGM2
19	36259138	36470699	APLP1
16	30104255	30305627	BOLA2B
1	19538820	19755794	PQLC2
9	36978810	37179773	RP11-220I1.5
19	54518837	54735140	PRPF31
17	73063825	73279098	SUMO2
19	3650771	3861673	APBA3
19	47713104	47925327	C5AR1
16	1934878	2140358	AC005606.14
7	45020037	45228513	NACAD
1	27176053	27386897	C1orf172
17	79533394	79740934	CCDC137
6	56851642	57135105	ZNF451
2	223625652	223909357	ACSL3
17	57309053	57579095	YPEL2
3	183752826	184502546	EIF2B5
21	40456102	40793485	BRWD1
10	78537355	79498353	KCNMA1
16	31002163	31207301	VKORC1
16	57338679	57549974	CCL17
9	130782972	130990741	PTGES2
11	113085251	113354266	TTC12
10	5952652	6204333	IL2RA
5	148421046	148740105	ABLIM3
6	35995586	36207842	MAPK13
3	65242053	66124509	MAGI1
15	70846893	71155932	UACA
22	20016979	20235530	ZDHHC8
4	159022756	159276563	TMEM144
9	130400596	130641020	SH2D3C
12	107249497	107472556	C12orf23
17	42736568	42959214	ADAM11
1	3552548	3763900	TP73-AS1
1	161036200	161247803	PPOX
17	3517922	3804537	ITGAE
17	43480626	43711631	AC091132.2
20	34259896	34638303	PHF20
4	69694181	69917509	UGT2A3
13	111430887	111667416	ANKRD10
2	27894584	28310954	MRPL33
6	75894730	76106283	RP1-234P15.4
6	160442821	160679750	SLC22A1
3	32047181	32310205	GPD1L
16	46623555	46832306	ORC6
19	55641148	55870363	PPP6R1
15	80971684	81344117	KIAA1199
1	11624181	11834411	FBXO6
7	76139303	76356578	POMZP3
20	29413582	29621213	RP4-610C12.4
5	43276747	43512493	CCL28
4	25214407	25472005	ZCCHC4
17	3313796	3561289	TRPV3
1	109752192	110040573	SORT1
12	51341745	51554207	LETMD1
1	54538009	54765709	CYB5RL
22	17465844	17696583	IL17RA
2	130637235	130840311	RAB6C
2	64771746	64973832	AC007365.3
14	70738148	70983778	SYNJ2BP
2	132185248	132391239	CCDC74A
2	85711531	85920535	VAMP5
1	155078490	155283614	MTX1
2	28515315	28740179	FOSL2
13	41663969	41868702	KBTBD7
1	112182463	112390420	RP4-773A18.4
16	67496310	67773086	CTCF
6	52816789	53065671	FBXO9
19	45474759	45679845	ZNF296
2	99513724	99871427	TSGA10
15	100247228	100517353	CTD-2054N24.2
15	57110323	57691479	TCF12
6	31910	244885	LINC00266-3
3	150277672	150521758	FAM194A
7	91976767	92188150	GATAD1
3	49215264	49478145	USP4
21	40446695	40655777	PSMG1
18	77624582	77830820	HSBP1L1
12	54791495	55037726	NCKAP1L
16	584429	786358	C16orf13
6	52342283	52544325	RP1-180E22.3
3	49740687	49942463	FAM212A
9	3584076	3789626	RP11-509J21.4
10	22504903	22709235	COMMD3
8	24051553	24316531	ADAM28
3	135767764	136016083	MSL2
1	24004895	24214722	PITHD1
19	55775757	55981814	IL11
20	30695683	30926470	POFUT1
8	110153148	110446614	NUDCD1
8	6161072	6364663	RP11-115C21.2
13	44298045	44553864	CCDC122
14	23269854	23488396	RBM23
5	89725161	90560038	GPR98
6	192097	451355	DUSP22
17	1147566	1403672	YWHAE
11	64788100	64989945	FAU
9	134278289	134499193	POMT1
16	46640891	46924319	MYLK3
3	42750938	43197363	KRBOX1
11	17991482	18227638	SAAL1
12	108938885	109225372	CORO1C
17	30558392	30769189	C17orf75
8	65613793	65830130	RP11-1D12.2
17	42330585	42541243	FAM171A2
3	127191912	127417094	TPRA1
19	17416503	17644533	FAM125A
21	47955079	48185036	PRMT2
17	45710610	45923485	TBX21
1	43666664	43888779	TIE1
3	151861617	152283569	MBNL1
3	128238817	128499918	RPN1
1	168048171	168269950	TIPRL
21	33844548	34048191	C21orf77
8	117786663	117989123	RAD21-AS1
22	17518401	17746177	CECR5
20	55866463	56084389	RBM38
11	115524966	115731345	CTC-774J1.2
4	8337867	8595258	METTL19
19	4575238	4823875	DPP9
1	203174619	203378730	BTG2
22	45709572	45928376	RIBC2
19	56978890	57194261	ZNF470
19	22473899	22705148	ZNF98
6	13474826	13712524	SIRT5
6	125183691	125513779	RNF217
2	15631302	15871225	DDX1
1	207394853	207634311	CD55
2	88891162	89150445	RPIA
17	7991652	8193564	C17orf59
8	101341062	101543225	KB-173C10.1
3	42746244	43049597	CCBP2
2	202409593	202663417	MPP4
19	47122770	47350251	STRN4
11	36516051	36794823	C11orf74
2	30570092	30967091	LCLAT1
20	42739600	42954667	RP5-995J12.2
16	69262524	69464498	PDF
1	209855661	210057904	C1orf74
15	34276218	34494149	C15orf24
9	112303068	112813755	PALM2
1	234705269	234931900	RP4-781K5.6
12	75774460	75997633	GLIPR1
6	159297312	159521219	RSPH3
9	133220094	133476661	ASS1
8	133948973	134215298	SLA
5	126103406	126466500	MARCH3
21	47644036	47965682	PCNT
20	23242787	23453700	GZF1
5	77681040	78165844	LHFPL2
22	23129960	23338005	IGLL5
19	57938693	58152124	ZNF549
4	103615540	103890053	UBE2D3
9	96108776	96315874	FAM120AOS
19	44231444	44453307	ZNF283
1	241560903	241783061	FH
15	76529065	76734817	ISL2
19	23821997	24041693	ZNF681
16	25147322	25369252	ZKSCAN2
2	172678958	172948599	HAT1
12	132279196	132507695	ULK1
